# Theme repeat pool allowlist
# Delete a row to remove that verse from pool generation.
# Columns: verseKey<TAB>repeatCount<TAB>reference<TAB>text
PSA.91.2	144	诗篇 91:2	我要论到耶和华说：他是我的避难所， 是我的山寨，是我的神， 是我所倚靠的。
PSA.121.1	141	诗篇 121:1	我要向山举目；我的帮助从何而来？
PSA.73.26	138	诗篇 73:26	我的肉体和我的心肠衰残； 但神是我心里的力量， 又是我的福分，直到永远。
1PE.2.9	137	彼得前书 2:9	惟有你们是被拣选的族类， 是有君尊的祭司，是圣洁的国度， 是属神的子民，要叫你们宣扬那召你们出黑暗入奇妙光明者的美德。
ROM.8.37	137	罗马书 8:37	然而，靠着爱我们的主， 在这一切的事上已经得胜有余了。
PSA.34.18	135	诗篇 34:18	耶和华靠近伤心的人， 拯救灵性痛悔的人。
1TH.5.17	134	帖撒罗尼迦前书 5:17	不住的祷告，
HEB.10.23	134	希伯来书 10:23	也要坚守我们所承认的指望， 不至摇动，因为那应许我们的是信实的。
ROM.5.3	134	罗马书 5:3	不但如此，就是在患难中也是欢欢喜喜的； 因为知道患难生忍耐，
2CO.1.4	133	哥林多后书 1:4	我们在一切患难中， 他就安慰我们，叫我们能用神所赐的安慰去安慰那遭各样患难的人。
PSA.139.14	132	诗篇 139:14	我要称谢你，因我受造奇妙可畏； 你的作为奇妙，这是我心深知道的。
ROM.8.1	132	罗马书 8:1	如今，那些在基督耶稣里的就不定罪了。
EPH.6.10	131	以弗所书 6:10	我还有末了的话：你们要靠着主， 倚赖他的大能大力， 作刚强的人。
MAT.28.20	130	马太福音 28:20	凡我所吩咐你们的， 都教训他们遵守，我就常与你们同在， 直到世界的末了。
1TH.5.16	129	帖撒罗尼迦前书 5:16	要常常喜乐，
ISA.40.29	129	以赛亚书 40:29	疲乏的，他赐能力；软弱的， 他加力量。
2CO.1.3	128	哥林多后书 1:3	愿颂赞归与我们的主耶稣基督的父神， 就是发慈悲的父，赐各样安慰的神。
2CO.12.9	128	哥林多后书 12:9	他对我说：「我的恩典彀你用的， 因为我的能力是在人的软弱上显得完全。」所以， 我更喜欢夸自己的软弱， 好叫基督的能力覆庇我。
GAL.2.20	128	加拉太书 2:20	我已经与基督同钉十字架， 现在活着的不再是我， 乃是基督在我里面活着； 并且我如今在肉身活着， 是因信神的儿子而活； 他是爱我，为我舍己。
ROM.5.4	128	罗马书 5:4	忍耐生老练，老练生盼望；
1CO.10.13	127	哥林多前书 10:13	你们所遇见的试探， 无非是人所能受的。神是信实的， 必不叫你们受试探过于所能受的； 在受试探的时候，总要给你们开一条出路， 叫你们能忍受得住。
PHP.3.14	126	腓立比书 3:14	向着标竿直跑，要得神在基督耶稣里从上面召我来得的奖赏。
PSA.55.22	126	诗篇 55:22	你要把你的重担卸给耶和华， 他必抚养你；他永不叫义人动摇。
PSA.56.3	125	诗篇 56:3	我惧怕的时候要倚靠你。
1PE.5.10	123	彼得前书 5:10	那赐诸般恩典的神曾在基督里召你们， 得享他永远的荣耀， 等你们暂受苦难之后， 必要亲自成全你们， 坚固你们，赐力量给你们。
ISA.12.2	123	以赛亚书 12:2	看哪！神是我的拯救； 我要倚靠他，并不惧怕。因为主耶和华是我的力量， 是我的诗歌，他也成了我的拯救。
PSA.27.1	123	诗篇 27:1	耶和华是我的亮光， 是我的拯救，我还怕谁呢？耶和华是我性命的保障， 我还惧谁呢？
ROM.5.5	123	罗马书 5:5	盼望不至于羞耻，因为所赐给我们的圣灵将神的爱浇灌在我们心里。
GAL.6.2	120	加拉太书 6:2	你们各人的重担要互相担当， 如此，就完全了基督的律法。
2CO.5.17	119	哥林多后书 5:17	若有人在基督里，他就是新造的人， 旧事已过，都变成新的了。
JHN.14.27	119	约翰福音 14:27	我留下平安给你们； 我将我的平安赐给你们。我所赐的， 不像世人所赐的。你们心里不要忧愁， 也不要胆怯。
PHP.4.8	118	腓立比书 4:8	弟兄们，我还有未尽的话：凡是真实的、可敬的、公义的、清洁的、可爱的、有美名的， 若有甚么德行，若有甚么称赞， 这些事你们都要思念。
HEB.13.6	117	希伯来书 13:6	所以我们可以放胆说：主是帮助我的， 我必不惧怕；人能把我怎么样呢？
ROM.5.1	117	罗马书 5:1	我们既因信称义，就借着我们的主耶稣基督得与神相和。
1CO.13.4	116	哥林多前书 13:4	爱是恒久忍耐，又有恩慈； 爱是不嫉妒；爱是不自夸， 不张狂，
PRO.16.3	116	箴言 16:3	你所作的，要交托耶和华， 你所谋的，就必成立。
ROM.15.5	116	罗马书 15:5	但愿赐忍耐安慰的神叫你们彼此同心， 效法基督耶稣，
EPH.3.20	115	以弗所书 3:20	神能照着运行在我们心里的大力， 充充足足的成就一切， 超过我们所求所想的。
EPH.4.32	115	以弗所书 4:32	并要以恩慈相待，存怜悯的心， 彼此饶恕，正如神在基督里饶恕了你们一样。
JER.29.11	115	耶利米书 29:11	耶和华说：我知道我向你们所怀的意念是赐平安的意念， 不是降灾祸的意念， 要叫你们末后有指望。
PSA.94.19	115	诗篇 94:19	我心里多忧多疑，你安慰我， 就使我欢乐。
1CO.13.5	114	哥林多前书 13:5	不作害羞的事，不求自己的益处， 不轻易发怒，不计算人的恶，
1JN.5.14	111	约翰一书 5:14	我们若照他的旨意求甚么， 他就听我们，这是我们向他所存坦然无惧的心。
PSA.23.1	111	诗篇 23:1	耶和华是我的牧者， 我必不至缺乏。
JHN.16.33	110	约翰福音 16:33	我将这些事告诉你们， 是要叫你们在我里面有平安。在世上你们有苦难， 但你们可以放心，我已经胜了世界。」
ROM.5.8	110	罗马书 5:8	惟有基督在我们还作罪人的时候为我们死， 神的爱就在此向我们显明了。
PSA.23.4	109	诗篇 23:4	我虽然行过死荫的幽谷， 也不怕遭害，因为你与我同在； 你的杖，你的竿，都安慰我。
PSA.30.5	109	诗篇 30:5	因为，他的怒气不过是转眼之间； 他的恩典乃是一生之久。一宿虽然有哭泣， 早晨便必欢呼。
PSA.119.11	109	诗篇 119:11	我将你的话藏在心里， 免得我得罪你。
1JN.1.9	108	约翰一书 1:9	我们若认自己的罪， 神是信实的，是公义的， 必要赦免我们的罪， 洗净我们一切的不义。
COL.3.12	107	歌罗西书 3:12	所以，你们既是神的选民， 圣洁蒙爱的人，就要存怜悯、恩慈、谦虚、温柔、忍耐的心。
COL.3.13	107	歌罗西书 3:13	倘若这人与那人有嫌隙， 总要彼此包容，彼此饶恕； 主怎样饶恕了你们， 你们也要怎样饶恕人。
EPH.4.2	107	以弗所书 4:2	凡事谦虚、温柔、忍耐， 用爱心互相宽容，
PSA.31.24	104	诗篇 31:24	凡仰望耶和华的人， 你们都要壮胆，坚固你们的心！
PSA.119.165	104	诗篇 119:165	爱你律法的人有大平安， 甚么都不能使他们绊脚。
PHP.2.3	103	腓立比书 2:3	凡事不可结党，不可贪图虚浮的荣耀； 只要存心谦卑，各人看别人比自己强。
PRO.4.23	102	箴言 4:23	你要保守你心，胜过保守一切， 因为一生的果效是由心发出。
PSA.119.50	101	诗篇 119:50	这话将我救活了；我在患难中， 因此得安慰。
1CO.15.58	100	哥林多前书 15:58	所以，我亲爱的弟兄们， 你们务要坚固，不可摇动， 常常竭力多作主工； 因为知道，你们的劳苦在主里面不是徒然的。
PSA.27.14	100	诗篇 27:14	要等候耶和华！当壮胆， 坚固你的心！我再说， 要等候耶和华！
PSA.40.1	100	诗篇 40:1	我曾耐性等候耶和华； 他垂听我的呼求。
EPH.6.11	99	以弗所书 6:11	要穿戴神所赐的全副军装， 就能抵挡魔鬼的诡计。
ISA.54.10	98	以赛亚书 54:10	大山可以挪开，小山可以迁移； 但我的慈爱必不离开你； 我平安的约也不迁移。这是怜恤你的耶和华说的。
PSA.23.3	98	诗篇 23:3	他使我的灵魂苏醒， 为自己的名引导我走义路。
PSA.46.10	98	诗篇 46:10	你们要休息，要知道我是神！我必在外邦中被尊崇， 在遍地上也被尊崇。
PSA.84.11	97	诗篇 84:11	因为耶和华神是日头， 是盾牌，要赐下恩惠和荣耀。他未尝留下一样好处不给那些行动正直的人。
PRO.18.10	96	箴言 18:10	耶和华的名是坚固台； 义人奔入便得安稳。
PSA.9.10	96	诗篇 9:10	耶和华啊，认识你名的人要倚靠你， 因你没有离弃寻求你的人。
PSA.103.2	96	诗篇 103:2	我的心哪，你要称颂耶和华！不可忘记他的一切恩惠！
JAS.1.5	95	雅各书 1:5	你们中间若有缺少智慧的， 应当求那厚赐与众人、也不斥责人的神， 主就必赐给他。
PSA.62.1	95	诗篇 62:1	我的心默默无声，专等候神； 我的救恩是从他而来。
1CO.13.6	94	哥林多前书 13:6	不喜欢不义，只喜欢真理；
1CO.13.7	94	哥林多前书 13:7	凡事包容，凡事相信， 凡事盼望，凡事忍耐。
PSA.147.3	94	诗篇 147:3	他医好伤心的人，裹好他们的伤处。
COL.3.23	93	歌罗西书 3:23	无论作甚么，都要从心里作， 像是给主作的，不是给人作的，
GAL.5.13	93	加拉太书 5:13	弟兄们，你们蒙召是要得自由， 只是不可将你们的自由当作放纵情欲的机会， 总要用爱心互相服事。
ISA.61.1	93	以赛亚书 61:1	主耶和华的灵在我身上； 因为耶和华用膏膏我， 叫我传好信息给谦卑的人， 差遣我医好伤心的人， 报告被掳的得释放， 被囚的出监牢；
PSA.51.10	93	诗篇 51:10	神啊，求你为我造清洁的心， 使我里面重新有正直的灵。
2CO.4.16	92	哥林多后书 4:16	所以，我们不丧胆。外体虽然毁坏， 内心却一天新似一天。
PSA.91.15	92	诗篇 91:15	他若求告我，我就应允他； 他在急难中，我要与他同在； 我要搭救他，使他尊贵。
PHP.2.4	91	腓立比书 2:4	各人不要单顾自己的事， 也要顾别人的事。
PSA.16.8	90	诗篇 16:8	我将耶和华常摆在我面前， 因他在我右边，我便不至摇动。
HEB.11.1	89	希伯来书 11:1	信就是所望之事的实底， 是未见之事的确据。
JHN.3.16	89	约翰福音 3:16	神爱世人，甚至将他的独生子赐给他们， 叫一切信他的，不至灭亡， 反得永生。
MAT.5.14	89	马太福音 5:14	你们是世上的光。城造在山上是不能隐藏的。
PSA.56.4	88	诗篇 56:4	我倚靠神，我要赞美他的话； 我倚靠神，必不惧怕。血气之辈能把我怎么样呢？
1CO.16.14	87	哥林多前书 16:14	凡你们所作的都要凭爱心而作。
PSA.9.9	87	诗篇 9:9	耶和华又要给受欺压的人作高台， 在患难的时候作高台。
PSA.40.2	87	诗篇 40:2	他从祸坑里，从淤泥中， 把我拉上来，使我的脚立在磐石上， 使我脚步稳当。
COL.3.14	86	歌罗西书 3:14	在这一切之外，要存着爱心， 爱心就是联络全德的。
GAL.6.7	86	加拉太书 6:7	不要自欺，神是轻慢不得的。人种的是甚么， 收的也是甚么。
PSA.28.7	86	诗篇 28:7	耶和华是我的力量， 是我的盾牌；我心里倚靠他就得帮助。所以我心中欢乐， 我必用诗歌颂赞他。
EPH.2.8	85	以弗所书 2:8	你们得救是本乎恩， 也因着信；这并不是出于自己， 乃是神所赐的；
1PE.4.10	84	彼得前书 4:10	各人要照所得的恩赐彼此服事， 作神百般恩赐的好管家。
ISA.26.4	84	以赛亚书 26:4	你们当倚靠耶和华直到永远， 因为耶和华是永久的磐石。
ISA.61.3	84	以赛亚书 61:3	赐华冠与锡安悲哀的人， 代替灰尘；喜乐油代替悲哀； 赞美衣代替忧伤之灵； 使他们称为「公义树」， 是耶和华所栽的，叫他得荣耀。
PSA.23.2	84	诗篇 23:2	他使我躺卧在青草地上， 领我在可安歇的水边。
PSA.139.23	84	诗篇 139:23	神啊，求你鉴察我，知道我的心思， 试炼我，知道我的意念，
PSA.139.24	84	诗篇 139:24	看在我里面有甚么恶行没有， 引导我走永生的道路。
ROM.8.18	84	罗马书 8:18	我想，现在的苦楚若比起将来要显于我们的荣耀就不足介意了。
1CO.10.31	83	哥林多前书 10:31	所以，你们或吃或喝， 无论作甚么，都要为荣耀神而行。
PSA.25.5	83	诗篇 25:5	求你以你的真理引导我， 教训我，因为你是救我的神。我终日等候你。
ROM.15.6	83	罗马书 15:6	一心一口荣耀神我们主耶稣基督的父！
1JN.4.19	82	约翰一书 4:19	我们爱，因为神先爱我们。
1PE.4.8	82	彼得前书 4:8	最要紧的是彼此切实相爱， 因为爱能遮掩许多的罪。
ISA.41.13	82	以赛亚书 41:13	因为我耶和华你的神必搀扶你的右手， 对你说：不要害怕！我必帮助你。
ISA.58.11	82	以赛亚书 58:11	耶和华也必时常引导你， 在干旱之地使你心满意足， 骨头强壮。你必像浇灌的园子， 又像水流不绝的泉源。
PSA.118.6	81	诗篇 118:6	有耶和华帮助我，我必不惧怕， 人能把我怎么样呢？
ROM.6.23	81	罗马书 6:23	因为罪的工价乃是死； 惟有神的恩赐，在我们的主基督耶稣里， 乃是永生。
ROM.12.9	81	罗马书 12:9	爱人不可虚假；恶要厌恶， 善要亲近。
1JN.5.15	79	约翰一书 5:15	既然知道他听我们一切所求的， 就知道我们所求于他的， 无不得着。
MAT.5.9	79	马太福音 5:9	使人和睦的人有福了！因为他们必称为神的儿子。
PSA.18.2	79	诗篇 18:2	耶和华是我的岩石， 我的山寨，我的救主， 我的神，我的磐石，我所投靠的。他是我的盾牌， 是拯救我的角，是我的高台。
PSA.37.23	79	诗篇 37:23	义人的脚步被耶和华立定； 他的道路，耶和华也喜爱。
PSA.40.3	79	诗篇 40:3	他使我口唱新歌，就是赞美我们神的话。许多人必看见而惧怕， 并要倚靠耶和华。
1JN.4.18	78	约翰一书 4:18	爱里没有惧怕；爱既完全， 就把惧怕除去。因为惧怕里含着刑罚， 惧怕的人在爱里未得完全。
EPH.5.2	78	以弗所书 5:2	也要凭爱心行事，正如基督爱我们， 为我们舍了自己，当作馨香的供物和祭物， 献与神。
JHN.14.1	78	约翰福音 14:1	「你们心里不要忧愁； 你们信神，也当信我。
PSA.34.8	78	诗篇 34:8	你们要尝尝主恩的滋味， 便知道他是美善；投靠他的人有福了！
PSA.118.24	78	诗篇 118:24	这是耶和华所定的日子， 我们在其中要高兴欢喜！
1JN.3.18	77	约翰一书 3:18	小子们哪，我们相爱， 不要只在言语和舌头上， 总要在行为和诚实上。
COL.1.10	77	歌罗西书 1:10	好叫你们行事为人对得起主， 凡事蒙他喜悦，在一切善事上结果子， 渐渐的多知道神；
COL.3.16	77	歌罗西书 3:16	当用各样的智慧，把基督的道理丰丰富富的存在心里， ，用诗章、颂词、灵歌， 彼此教导，互相劝戒， 心被恩感，歌颂神。
EPH.4.3	77	以弗所书 4:3	用和平彼此联络，竭力保守圣灵所赐合而为一的心。
MAT.6.34	77	马太福音 6:34	所以，不要为明天忧虑， 因为明天自有明天的忧虑； 一天的难处一天当就彀了。」
PSA.19.14	77	诗篇 19:14	耶和华我的磐石，我的救赎主啊， 愿我口中的言语、心里的意念在你面前蒙悦纳。
PSA.34.17	77	诗篇 34:17	义人呼求，耶和华听见了， 便救他们脱离一切患难。
ROM.8.6	77	罗马书 8:6	体贴肉体的，就是死； 体贴圣灵的，乃是生命、平安。
ROM.14.19	77	罗马书 14:19	所以，我们务要追求和睦的事与彼此建立德行的事。
HEB.12.14	76	希伯来书 12:14	你们要追求与众人和睦， 并要追求圣洁；非圣洁没有人能见主。
PSA.119.114	76	诗篇 119:114	你是我藏身之处，又是我的盾牌； 我甚仰望你的话语。
ROM.15.4	76	罗马书 15:4	从前所写的圣经都是为教训我们写的， 叫我们因圣经所生的忍耐和安慰可以得着盼望。
1JN.4.4	75	约翰一书 4:4	小子们哪，你们是属神的， 并且胜了他们；因为那在你们里面的， 比那在世界上的更大。
PHP.3.13	75	腓立比书 3:13	弟兄们，我不是以为自己已经得着了； 我只有一件事，就是忘记背后， 努力面前的，
PSA.103.3	75	诗篇 103:3	他赦免你的一切罪孽， 医治你的一切疾病。
2CO.4.17	74	哥林多后书 4:17	我们这至暂至轻的苦楚， 要为我们成就极重无比、永远的荣耀。
ISA.53.5	74	以赛亚书 53:5	哪知他为我们的过犯受害， 为我们的罪孽压伤。因他受的刑罚， 我们得平安；因他受的鞭伤， 我们得医治。
MAT.6.21	74	马太福音 6:21	因为你的财宝在那里， 你的心也在那里。」
MAT.18.20	74	马太福音 18:20	因为无论在那里，有两三个人奉我的名聚会， 那里就有我在他们中间。」
PSA.37.24	74	诗篇 37:24	他虽失脚也不至全身仆倒， 因为耶和华用手搀扶他。
ROM.10.9	74	罗马书 10:9	你若口里认耶稣为主， 心里信神叫他从死里复活， 就必得救。
COL.3.15	73	歌罗西书 3:15	又要叫基督的平安在你们心里作主； 你们也为此蒙召，归为一体； 且要存感谢的心。
LAM.3.22	73	耶利米哀歌 3:22	我们不至消灭，是出于耶和华诸般的慈爱； 是因他的怜悯不至断绝。
PSA.126.5	73	诗篇 126:5	流泪撒种的，必欢呼收割！
PSA.145.9	73	诗篇 145:9	耶和华善待万民；他的慈悲覆庇他一切所造的。
ROM.8.32	73	罗马书 8:32	神既不爱惜自己的儿子， 为我们众人舍了，岂不也把万物和他一同白白的赐给我们吗？
PHP.2.15	72	腓立比书 2:15	使你们无可指摘，诚实无伪， 在这弯曲悖谬的世代作神无瑕疵的儿女。你们显在这世代中， 好像明光照耀，
PSA.62.2	72	诗篇 62:2	惟独他是我的磐石， 我的拯救；他是我的高台， 我必不很动摇。
PSA.139.13	72	诗篇 139:13	我的肺腑是你所造的； 我在母腹中，你已覆庇我。
ISA.43.1	71	以赛亚书 43:1	雅各啊，创造你的耶和华， 以色列啊，造成你的那位， 现在如此说：你不要害怕！因为我救赎了你。我曾提你的名召你， 你是属我的。
LAM.3.23	71	耶利米哀歌 3:23	每早晨，这都是新的； 你的诚实极其广大！
PHP.2.13	71	腓立比书 2:13	因为你们立志行事， 都是神在你们心里运行， 为要成就他的美意。
PSA.130.5	71	诗篇 130:5	我等候耶和华，我的心等候； 我也仰望他的话。
1CO.6.20	70	哥林多前书 6:20	因为你们是重价买来的。所以要在你们的身子上荣耀神。
1JN.2.16	70	约翰一书 2:16	因为凡世界上的事， 就像肉体的情欲，眼目的情欲， 并今生的骄傲，都不是从父来的， 乃是从世界来的。
2CO.4.18	70	哥林多后书 4:18	原来我们不是顾念所见的， 乃是顾念所不见的； 因为所见的是暂时的， 所不见的是永远的。
EPH.2.10	70	以弗所书 2:10	我们原是他的工作， 在基督耶稣里造成的， 为要叫我们行善，就是神所预备叫我们行的。
HEB.6.19	70	希伯来书 6:19	我们有这指望，如同灵魂的锚， 又坚固又牢靠，且通入幔内。
2CO.9.8	69	哥林多后书 9:8	神能将各样的恩惠多多的加给你们， 使你们凡事常常充足， 能多行各样善事。
GAL.5.20	68	加拉太书 5:20	拜偶像、邪术、仇恨、争竞、忌恨、恼怒、结党、纷争、异端、
MAT.6.20	68	马太福音 6:20	只要积儹财宝在天上； 天上没有虫子咬，不能锈坏， 也没有贼挖窟窿来偷。
MAT.7.12	68	马太福音 7:12	所以，无论何事，你们愿意人怎样待你们， 你们也要怎样待人， 因为这就是律法和先知的道理。」
PHP.1.3	68	腓立比书 1:3	我每逢想念你们，就感谢我的神；
PSA.46.2	68	诗篇 46:2	所以，地虽改变，山虽摇动到海心，
ROM.14.8	68	罗马书 14:8	我们若活着，是为主而活； 若死了，是为主而死。所以， 我们或活或死总是主的人。
COL.3.24	67	歌罗西书 3:24	因你们知道从主那里必得着基业为赏赐； 你们所事奉的乃是主基督。
EPH.2.9	67	以弗所书 2:9	也不是出于行为，免得有人自夸。
MAT.28.19	67	马太福音 28:19	所以，你们要去，使万民作我的门徒， 奉父、子、圣灵的名给他们施洗。
PHP.4.4	67	腓立比书 4:4	你们要靠主常常喜乐。我再说， 你们要喜乐。
ROM.5.2	67	罗马书 5:2	我们又借着他，因信得进入现在所站的这恩典中， 并且欢欢喜喜盼望神的荣耀。
PHP.2.2	66	腓立比书 2:2	你们就要意念相同， 爱心相同，有一样的心思， 有一样的意念，使我的喜乐可以满足。
PSA.100.4	66	诗篇 100:4	当称谢进入他的门； 当赞美进入他的院。当感谢他， 称颂他的名！
ROM.6.13	66	罗马书 6:13	也不要将你们的肢体献给罪作不义的器具； 倒要像从死里复活的人， 将自己献给神，并将肢体作义的器具献给神。
ROM.8.26	66	罗马书 8:26	况且我们的软弱有圣灵帮助， 我们本不晓得当怎样祷告， 只是圣灵亲自用说不出来的叹息替我们祷告。
ROM.13.14	66	罗马书 13:14	总要披戴主耶稣基督， 不要为肉体安排，去放纵私欲。
1JN.5.4	65	约翰一书 5:4	因为凡从神生的，就胜过世界； 使我们胜了世界的， 就是我们的信心。
1PE.1.16	65	彼得前书 1:16	因为经上记着说：「你们要圣洁， 因为我是圣洁的。」
2CO.5.7	65	哥林多后书 5:7	因我们行事为人是凭着信心， 不是凭着眼见。
2CO.12.10	65	哥林多后书 12:10	我为基督的缘故，就以软弱、凌辱、急难、逼迫、困苦为可喜乐的； 因我甚么时候软弱， 甚么时候就刚强了。
COL.3.1	65	歌罗西书 3:1	所以，你们若真与基督一同复活， 就当求在上面的事； 那里有基督坐在神的右边。
GAL.5.19	65	加拉太书 5:19	情欲的事都是显而易见的， 就如奸淫、污秽、邪荡、
MAT.6.26	65	马太福音 6:26	你们看那天上的飞鸟， 也不种，也不收，也不积蓄在仓里， 你们的天父尚且养活他。你们不比飞鸟贵重得多吗？
PSA.103.1	65	诗篇 103:1	我的心哪，你要称颂耶和华！凡在我里面的， 也要称颂他的圣名！
REV.21.4	65	启示录 21:4	神要擦去他们一切的眼泪； 不再有死亡，也不再有悲哀、哭号、疼痛， 因为以前的事都过去了。」
1CO.6.19	64	哥林多前书 6:19	岂不知你们的身子就是圣灵的殿吗？这圣灵是从神而来， 住在你们里头的；并且你们不是自己的人；
ISA.55.9	64	以赛亚书 55:9	天怎样高过地，照样， 我的道路高过你们的道路； 我的意念高过你们的意念。
JHN.15.5	64	约翰福音 15:5	我是葡萄树，你们是枝子。常在我里面的， 我也常在他里面，这人就多结果子； 因为离了我，你们就不能作甚么。
PSA.25.4	64	诗篇 25:4	耶和华啊，求你将你的道指示我， 将你的路教训我！
1PE.3.15	63	彼得前书 3:15	只要心里尊主基督为圣。有人问你们心中盼望的缘由， 就要常作准备，以温柔、敬畏的心回答各人；
GAL.5.21	63	加拉太书 5:21	嫉妒（有古卷在此有：凶杀二字）、醉酒、荒宴等类。我从前告诉你们， 现在又告诉你们，行这样事的人必不能承受神的国。
